Type,EDI_Std_Nomenclature,AISC_Manual_Label,T_F,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(α),Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo
HSS,HSS12X12X.625,HSS12X12X5/8,,93.34,25.7,,,12,10.3,,,,12,10.3,,,,,,,,0.63,0.58,,,,,,,,,,,17.7,,17.7,,548,109,91.4,4.62,548,109,91.4,4.62,,,,885,,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS12X12X.500,HSS12X12X1/2,,76.07,20.9,,,12,10.6,,,,12,10.6,,,,,,,,0.5,0.47,,,,,,,,,,,22.8,,22.8,,457,89.6,76.2,4.68,457,89.6,76.2,4.68,,,,728,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS12X12X.375,HSS12X12X3/8,,58.1,16,,,12,11,,,,12,11,,,,,,,,0.38,0.35,,,,,,,,,,,31.4,,31.4,,357,69.2,59.5,4.73,357,69.2,59.5,4.73,,,,561,,94.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS12X12X.313,HSS12X12X5/16,,48.86,13.4,,,12,11.1,,,,12,11.1,,,,,,,,0.31,0.29,,,,,,,,,,,38.2,,38.2,,304,58.6,50.7,4.76,304,58.6,50.7,4.76,,,,474,,79.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS12X12X.250,HSS12X12X1/4,,39.43,10.8,,,12,11.3,,,,12,11.3,,,,,,,,0.25,0.23,,,,,,,,,,,48.5,,48.5,,248,47.6,41.4,4.79,248,47.6,41.4,4.79,,,,384,,64.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS12X12X.188,HSS12X12X3/16,,29.84,8.15,,,12,11.5,,,,12,11.5,,,,,,,,0.19,0.17,,,,,,,,,,,66,,66,,189,36,31.5,4.82,189,36,31.5,4.82,,,,290,,48.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS12X10X.625,HSS12X10X5/8,,84.84,23.3,,,12,10.3,,,,10,8.26,,,,,,,,0.63,0.58,,,,,,,,,,,14.2,,17.7,,472,95.3,78.7,4.5,356,84.1,71.2,3.9,,,,661,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS12X10X.500,HSS12X10X1/2,,69.27,19,,,12,10.6,,,,10,8.6,,,,,,,,0.5,0.47,,,,,,,,,,,18.5,,22.8,,395,78.8,65.9,4.56,298,69.6,59.7,3.96,,,,545,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS12X10X.375,HSS12X10X3/8,,53,14.6,,,12,11,,,,10,8.95,,,,,,,,0.38,0.35,,,,,,,,,,,25.7,,31.4,,310,61.1,51.6,4.61,234,54,46.9,4.01,,,,421,,78.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS12X10X.313,HSS12X10X5/16,,44.6,12.2,,,12,11.1,,,,10,9.13,,,,,,,,0.31,0.29,,,,,,,,,,,31.4,,38.2,,264,51.7,44,4.64,200,45.7,40,4.04,,,,356,,66.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS12X10X.250,HSS12X10X1/4,,36.03,9.9,,,12,11.3,,,,10,9.3,,,,,,,,0.25,0.23,,,,,,,,,,,39.9,,48.5,,216,42.1,36,4.67,164,37.2,32.7,4.07,,,,289,,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS12X10X.188,HSS12X10X3/16,,27.29,7.46,,,12,11.5,,,,10,9.48,,,,,,,,0.19,0.17,,,,,,,,,,,54.5,,66,,165,31.9,27.5,4.7,125,28.2,25,4.09,,,,219,,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS12X8X.625,HSS12X8X5/8,,76.33,21,,,12,10.3,,,,8,6.26,,,,,,,,0.63,0.58,,,,,,,,,,,10.8,,17.7,,397,82.1,66.1,4.34,210,61.9,52.5,3.16,,,,454,,97.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS12X8X.500,HSS12X8X1/2,,62.46,17.2,,,12,10.6,,,,8,6.6,,,,,,,,0.5,0.47,,,,,,,,,,,14.2,,22.8,,333,68.1,55.6,4.41,178,51.5,44.4,3.21,,,,377,,80.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS12X8X.375,HSS12X8X3/8,,47.9,13.2,,,12,11,,,,8,6.95,,,,,,,,0.38,0.35,,,,,,,,,,,19.9,,31.4,,262,53,43.7,4.47,140,40.1,35.1,3.27,,,,293,,62.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS12X8X.313,HSS12X8X5/16,,40.35,11.1,,,12,11.1,,,,8,7.13,,,,,,,,0.31,0.29,,,,,,,,,,,24.5,,38.2,,224,44.9,37.4,4.5,120,34.1,30.1,3.29,,,,248,,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS12X8X.250,HSS12X8X1/4,,32.63,8.96,,,12,11.3,,,,8,7.3,,,,,,,,0.25,0.23,,,,,,,,,,,31.3,,48.5,,184,36.6,30.6,4.53,98.8,27.8,24.7,3.32,,,,202,,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS12X8X.188,HSS12X8X3/16,,24.73,6.76,,,12,11.5,,,,8,7.48,,,,,,,,0.19,0.17,,,,,,,,,,,43,,66,,140,27.8,23.4,4.56,75.7,21.1,18.9,3.35,,,,153,,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS12X6X.625,HSS12X6X5/8,,67.82,18.7,,,12,10.3,,,,6,4.26,,,,,,,,0.63,0.58,,,,,,,,,,,7.33,,17.7,,321,68.8,53.4,4.14,107,42.1,35.5,2.39,,,,271,,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS12X6X.500,HSS12X6X1/2,,55.66,15.3,,,12,10.6,,,,6,4.61,,,,,,,,0.5,0.47,,,,,,,,,,,9.9,,22.8,,271,57.4,45.2,4.21,91.1,35.2,30.4,2.44,,,,227,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS12X6X.375,HSS12X6X3/8,,42.79,11.8,,,12,11,,,,6,4.95,,,,,,,,0.38,0.35,,,,,,,,,,,14.2,,31.4,,215,44.8,35.9,4.28,72.9,27.7,24.3,2.49,,,,178,,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS12X6X.313,HSS12X6X5/16,,36.1,9.92,,,12,11.1,,,,6,5.13,,,,,,,,0.31,0.29,,,,,,,,,,,17.6,,38.2,,184,38.1,30.7,4.31,62.8,23.6,20.9,2.52,,,,152,,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS12X6X.250,HSS12X6X1/4,,29.23,8.03,,,12,11.3,,,,6,5.3,,,,,,,,0.25,0.23,,,,,,,,,,,22.8,,48.5,,151,31.1,25.2,4.34,51.9,19.3,17.3,2.54,,,,124,,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS12X6X.188,HSS12X6X3/16,,22.18,6.06,,,12,11.5,,,,6,5.48,,,,,,,,0.19,0.17,,,,,,,,,,,31.5,,66,,116,23.7,19.4,4.38,40,14.7,13.3,2.57,,,,94.6,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS12X4X.625,HSS12X4X5/8,,59.32,16.4,,,12,10.3,,,,4,2.26,,,,,,,,0.63,0.58,,,,,,,,,,,3.88,,17.7,,245,55.5,40.8,3.87,40.4,24.5,20.2,1.57,,,,122,,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS12X4X.500,HSS12X4X1/2,,48.85,13.5,,,12,10.6,,,,4,2.6,,,,,,,,0.5,0.47,,,,,,,,,,,5.6,,22.8,,210,46.7,34.9,3.95,35.3,20.9,17.7,1.62,,,,105,,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS12X4X.375,HSS12X4X3/8,,37.69,10.4,,,12,11,,,,4,2.95,,,,,,,,0.38,0.35,,,,,,,,,,,8.46,,31.4,,168,36.7,28,4.02,28.9,16.6,14.5,1.67,,,,84.1,,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS12X4X.313,HSS12X4X5/16,,31.84,8.76,,,12,11.1,,,,4,3.13,,,,,,,,0.31,0.29,,,,,,,,,,,10.7,,38.2,,144,31.3,24.1,4.06,25.2,14.2,12.6,1.7,,,,72.4,,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS12X4X.250,HSS12X4X1/4,,25.82,7.1,,,12,11.3,,,,4,3.3,,,,,,,,0.25,0.23,,,,,,,,,,,14.2,,48.5,,119,25.6,19.9,4.1,21,11.7,10.5,1.72,,,,59.8,,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS12X4X.188,HSS12X4X3/16,,19.63,5.37,,,12,11.5,,,,4,3.48,,,,,,,,0.19,0.17,,,,,,,,,,,20,,66,,91.8,19.6,15.3,4.13,16.4,9,8.2,1.75,,,,46.1,,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS12X3X.313,HSS12X3X5/16,,29.72,8.17,,,12,11.1,,,,3,2.13,,,,,,,,0.31,0.29,,,,,,,,,,,7.31,,38.2,,124,27.9,20.7,3.9,13.1,10,8.73,1.27,,,,41.3,,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS12X3X.250,HSS12X3X1/4,,24.12,6.63,,,12,11.3,,,,3,2.3,,,,,,,,0.25,0.23,,,,,,,,,,,9.88,,48.5,,103,22.9,17.2,3.94,11.1,8.28,7.38,1.29,,,,34.5,,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS12X3X.188,HSS12X3X3/16,,18.35,5.02,,,12,11.5,,,,3,2.48,,,,,,,,0.19,0.17,,,,,,,,,,,14.2,,66,,79.6,17.5,13.3,3.98,8.72,6.4,5.81,1.32,,,,26.8,,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS12X2X.313,HSS12X2X5/16,,27.59,7.59,,,12,11.1,,,,2,1.13,,,,,,,,0.31,0.29,,,,,,,,,,,3.87,,38.2,,104,24.5,17.4,3.71,5.1,6.05,5.1,0.82,,,,17.6,,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS12X2X.250,HSS12X2X1/4,,22.42,6.17,,,12,11.3,,,,2,1.3,,,,,,,,0.25,0.23,,,,,,,,,,,5.58,,48.5,,86.9,20.1,14.5,3.75,4.41,5.08,4.41,0.85,,,,15.1,,9.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS12X2X.188,HSS12X2X3/16,,17.08,4.67,,,12,11.5,,,,2,1.48,,,,,,,,0.19,0.17,,,,,,,,,,,8.49,,66,,67.4,15.5,11.2,3.8,3.55,3.97,3.55,0.87,,,,12,,7.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS10X10X.750,HSS10X10X3/4,,89.5,24.7,,,10,7.91,,,,10,7.91,,,,,,,,0.75,0.7,,,,,,,,,,,11.3,,11.3,,347,84.7,69.4,3.75,347,84.7,69.4,3.75,,,,578,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS10X10X.625,HSS10X10X5/8,,76.33,21,,,10,8.26,,,,10,8.26,,,,,,,,0.63,0.58,,,,,,,,,,,14.2,,14.2,,304,73.2,60.8,3.8,304,73.2,60.8,3.8,,,,498,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS10X10X.500,HSS10X10X1/2,,62.46,17.2,,,10,8.6,,,,10,8.6,,,,,,,,0.5,0.47,,,,,,,,,,,18.5,,18.5,,256,60.7,51.2,3.86,256,60.7,51.2,3.86,,,,412,,84.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS10X10X.375,HSS10X10X3/8,,47.9,13.2,,,10,8.95,,,,10,8.95,,,,,,,,0.38,0.35,,,,,,,,,,,25.7,,25.7,,202,47.2,40.4,3.92,202,47.2,40.4,3.92,,,,320,,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS10X10X.313,HSS10X10X5/16,,40.35,11.1,,,10,9.13,,,,10,9.13,,,,,,,,0.31,0.29,,,,,,,,,,,31.4,,31.4,,172,40.1,34.5,3.94,172,40.1,34.5,3.94,,,,271,,54.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS10X10X.250,HSS10X10X1/4,,32.63,8.96,,,10,9.3,,,,10,9.3,,,,,,,,0.25,0.23,,,,,,,,,,,39.9,,39.9,,141,32.7,28.3,3.97,141,32.7,28.3,3.97,,,,220,,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS10X10X.188,HSS10X10X3/16,,24.73,6.76,,,10,9.48,,,,10,9.48,,,,,,,,0.19,0.17,,,,,,,,,,,54.5,,54.5,,108,24.8,21.6,4,108,24.8,21.6,4,,,,167,,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS10X8X.625,HSS10X8X5/8,,67.82,18.7,,,10,8.26,,,,8,6.26,,,,,,,,0.63,0.58,,,,,,,,,,,10.8,,14.2,,253,62.2,50.5,3.68,178,53.3,44.5,3.09,,,,346,,80.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS10X8X.500,HSS10X8X1/2,,55.66,15.3,,,10,8.6,,,,8,6.6,,,,,,,,0.5,0.47,,,,,,,,,,,14.2,,18.5,,214,51.9,42.7,3.73,151,44.5,37.8,3.14,,,,288,,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS10X8X.375,HSS10X8X3/8,,42.79,11.8,,,10,8.95,,,,8,6.95,,,,,,,,0.38,0.35,,,,,,,,,,,19.9,,25.7,,169,40.5,33.9,3.79,120,34.8,30,3.19,,,,224,,51.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS10X8X.313,HSS10X8X5/16,,36.1,9.92,,,10,9.13,,,,8,7.13,,,,,,,,0.31,0.29,,,,,,,,,,,24.5,,31.4,,145,34.4,29,3.82,103,29.6,25.7,3.22,,,,190,,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS10X8X.250,HSS10X8X1/4,,29.23,8.03,,,10,9.3,,,,8,7.3,,,,,,,,0.25,0.23,,,,,,,,,,,31.3,,39.9,,119,28.1,23.8,3.85,84.7,24.2,21.2,3.25,,,,155,,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS10X8X.188,HSS10X8X3/16,,22.18,6.06,,,10,9.48,,,,8,7.48,,,,,,,,0.19,0.17,,,,,,,,,,,43,,54.5,,91.4,21.4,18.3,3.88,65.1,18.4,16.3,3.28,,,,118,,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS10X6X.625,HSS10X6X5/8,,59.32,16.4,,,10,8.26,,,,6,4.26,,,,,,,,0.63,0.58,,,,,,,,,,,7.33,,14.2,,201,51.3,40.2,3.5,89.4,35.8,29.8,2.34,,,,209,,58.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS10X6X.500,HSS10X6X1/2,,48.85,13.5,,,10,8.6,,,,6,4.61,,,,,,,,0.5,0.47,,,,,,,,,,,9.9,,18.5,,171,43,34.3,3.57,76.8,30.1,25.6,2.39,,,,176,,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS10X6X.375,HSS10X6X3/8,,37.69,10.4,,,10,8.95,,,,6,4.95,,,,,,,,0.38,0.35,,,,,,,,,,,14.2,,25.7,,137,33.8,27.4,3.63,61.8,23.7,20.6,2.44,,,,139,,37.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS10X6X.313,HSS10X6X5/16,,31.84,8.76,,,10,9.13,,,,6,5.13,,,,,,,,0.31,0.29,,,,,,,,,,,17.6,,31.4,,118,28.8,23.5,3.66,53.3,20.2,17.8,2.47,,,,118,,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS10X6X.250,HSS10X6X1/4,,25.82,7.1,,,10,9.3,,,,6,5.3,,,,,,,,0.25,0.23,,,,,,,,,,,22.8,,39.9,,96.9,23.6,19.4,3.69,44.1,16.6,14.7,2.49,,,,96.7,,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS10X6X.188,HSS10X6X3/16,,19.63,5.37,,,10,9.48,,,,6,5.48,,,,,,,,0.19,0.17,,,,,,,,,,,31.5,,54.5,,74.6,18,14.9,3.73,34.1,12.7,11.4,2.52,,,,73.8,,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS10X5X.375,HSS10X5X3/8,,35.13,9.67,,,10,8.95,,,,5,3.95,,,,,,,,0.38,0.35,,,,,,,,,,,11.3,,25.7,,120,30.4,24.1,3.53,40.6,18.7,16.2,2.05,,,,100,,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS10X5X.313,HSS10X5X5/16,,29.72,8.17,,,10,9.13,,,,5,4.13,,,,,,,,0.31,0.29,,,,,,,,,,,14.2,,31.4,,104,26,20.8,3.56,35.2,16,14.1,2.07,,,,86,,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS10X5X.250,HSS10X5X1/4,,24.12,6.63,,,10,9.3,,,,5,4.3,,,,,,,,0.25,0.23,,,,,,,,,,,18.5,,39.9,,85.8,21.3,17.2,3.6,29.3,13.2,11.7,2.1,,,,70.7,,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS10X4X.625,HSS10X4X5/8,,50.81,14,,,10,8.26,,,,4,2.26,,,,,,,,0.63,0.58,,,,,,,,,,,3.88,,14.2,,149,40.3,29.9,3.26,33.5,20.6,16.8,1.54,,,,95.7,,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS10X4X.500,HSS10X4X1/2,,42.05,11.6,,,10,8.6,,,,4,2.6,,,,,,,,0.5,0.47,,,,,,,,,,,5.6,,18.5,,129,34.1,25.8,3.34,29.5,17.6,14.7,1.59,,,,82.6,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS10X4X.375,HSS10X4X3/8,,32.58,8.97,,,10,8.95,,,,4,2.95,,,,,,,,0.38,0.35,,,,,,,,,,,8.46,,25.7,,104,27,20.8,3.41,24.3,14,12.1,1.64,,,,66.5,,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS10X4X.313,HSS10X4X5/16,,27.59,7.59,,,10,9.13,,,,4,3.13,,,,,,,,0.31,0.29,,,,,,,,,,,10.7,,31.4,,90.1,23.1,18,3.44,21.2,12.1,10.6,1.67,,,,57.3,,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS10X4X.250,HSS10X4X1/4,,22.42,6.17,,,10,9.3,,,,4,3.3,,,,,,,,0.25,0.23,,,,,,,,,,,14.2,,39.9,,74.7,19,14.9,3.48,17.7,10,8.87,1.7,,,,47.4,,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS10X4X.188,HSS10X4X3/16,,17.08,4.67,,,10,9.48,,,,4,3.48,,,,,,,,0.19,0.17,,,,,,,,,,,20,,54.5,,57.8,14.6,11.6,3.52,13.9,7.66,6.93,1.72,,,,36.5,,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS10X4X.125,HSS10X4X1/8,,11.56,3.16,,,10,9.65,,,,4,3.65,,,,,,,,0.13,0.12,,,,,,,,,,,31.5,,83.2,,39.8,10,7.97,3.55,9.65,5.26,4.83,1.75,,,,25.1,,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS10X3-1/2X.375,HSS10X3-1/2X3/8,,31.31,8.62,,,10,8.95,,,,3.5,2.45,,,,,,,,0.38,0.35,,,,,,,,,,,7.03,,25.7,,96.1,25.3,19.2,3.34,17.8,11.8,10.2,1.44,,,,51.5,,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS10X3-1/2X.313,HSS10X3-1/2X5/16,,26.53,7.3,,,10,9.13,,,,3.5,2.63,,,,,,,,0.31,0.29,,,,,,,,,,,9.03,,31.4,,83.2,21.7,16.6,3.38,15.6,10.2,8.92,1.46,,,,44.6,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS10X3-1/2X.250,HSS10X3-1/2X1/4,,21.57,5.93,,,10,9.3,,,,3.5,2.8,,,,,,,,0.25,0.23,,,,,,,,,,,12,,39.9,,69.1,17.9,13.8,3.41,13.1,8.45,7.51,1.49,,,,37,,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS10X3-1/2X.188,HSS10X3-1/2X3/16,,16.44,4.5,,,10,9.48,,,,3.5,2.98,,,,,,,,0.19,0.17,,,,,,,,,,,17.1,,54.5,,53.6,13.7,10.7,3.45,10.3,6.52,5.89,1.51,,,,28.6,,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS10X3X.375,HSS10X3X3/8,,30.03,8.27,,,10,8.95,,,,3,1.95,,,,,,,,0.38,0.35,,,,,,,,,,,5.6,,25.7,,88,23.7,17.6,3.26,12.4,9.73,8.28,1.22,,,,37.8,,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS10X3X.313,HSS10X3X5/16,,25.46,7.01,,,10,9.13,,,,3,2.13,,,,,,,,0.31,0.29,,,,,,,,,,,7.31,,31.4,,76.3,20.3,15.3,3.3,11,8.42,7.3,1.25,,,,33,,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS10X3X.250,HSS10X3X1/4,,20.72,5.7,,,10,9.3,,,,3,2.3,,,,,,,,0.25,0.23,,,,,,,,,,,9.88,,39.9,,63.6,16.7,12.7,3.34,9.28,6.99,6.19,1.28,,,,27.6,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS10X3X.188,HSS10X3X3/16,,15.8,4.32,,,10,9.48,,,,3,2.48,,,,,,,,0.19,0.17,,,,,,,,,,,14.2,,54.5,,49.4,12.8,9.87,3.38,7.33,5.41,4.89,1.3,,,,21.5,,9.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS10X3X.125,HSS10X3X1/8,,10.71,2.93,,,10,9.65,,,,3,2.65,,,,,,,,0.13,0.12,,,,,,,,,,,22.9,,83.2,,34.2,8.8,6.83,3.42,5.16,3.74,3.44,1.33,,,,14.9,,6.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS10X2X.375,HSS10X2X3/8,,27.48,7.58,,,10,8.95,,,,2,0.95,,,,,,,,0.38,0.35,,,,,,,,,,,2.73,,25.7,,71.7,20.3,14.3,3.08,4.7,5.76,4.7,0.79,,,,15.9,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS10X2X.313,HSS10X2X5/16,,23.34,6.43,,,10,9.13,,,,2,1.13,,,,,,,,0.31,0.29,,,,,,,,,,,3.87,,31.4,,62.6,17.5,12.5,3.12,4.24,5.06,4.24,0.81,,,,14.2,,9.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS10X2X.250,HSS10X2X1/4,,19.02,5.24,,,10,9.3,,,,2,1.3,,,,,,,,0.25,0.23,,,,,,,,,,,5.58,,39.9,,52.5,14.4,10.5,3.17,3.67,4.26,3.67,0.84,,,,12.2,,7.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS10X2X.188,HSS10X2X3/16,,14.53,3.98,,,10,9.48,,,,2,1.48,,,,,,,,0.19,0.17,,,,,,,,,,,8.49,,54.5,,41,11.1,8.19,3.21,2.97,3.34,2.97,0.86,,,,9.74,,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS10X2X.125,HSS10X2X1/8,,9.86,2.7,,,10,9.65,,,,2,1.65,,,,,,,,0.13,0.12,,,,,,,,,,,14.2,,83.2,,28.5,7.65,5.7,3.25,2.14,2.33,2.14,0.89,,,,6.9,,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS9X9X.625,HSS9X9X5/8,,67.82,18.7,,,9,7.26,,,,9,7.26,,,,,,,,0.63,0.58,,,,,,,,,,,12.5,,12.5,,216,58.1,47.9,3.4,216,58.1,47.9,3.4,,,,356,,81.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS9X9X.500,HSS9X9X1/2,,55.66,15.3,,,9,7.6,,,,9,7.6,,,,,,,,0.5,0.47,,,,,,,,,,,16.4,,16.4,,183,48.4,40.6,3.45,183,48.4,40.6,3.45,,,,296,,67.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS9X9X.375,HSS9X9X3/8,,42.79,11.8,,,9,7.95,,,,9,7.95,,,,,,,,0.38,0.35,,,,,,,,,,,22.8,,22.8,,145,37.8,32.2,3.51,145,37.8,32.2,3.51,,,,231,,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS9X9X.313,HSS9X9X5/16,,36.1,9.92,,,9,8.13,,,,9,8.13,,,,,,,,0.31,0.29,,,,,,,,,,,27.9,,27.9,,124,32.1,27.6,3.54,124,32.1,27.6,3.54,,,,196,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS9X9X.250,HSS9X9X1/4,,29.23,8.03,,,9,8.3,,,,9,8.3,,,,,,,,0.25,0.23,,,,,,,,,,,35.6,,35.6,,102,26.2,22.7,3.56,102,26.2,22.7,3.56,,,,159,,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS9X9X.188,HSS9X9X3/16,,22.18,6.06,,,9,8.48,,,,9,8.48,,,,,,,,0.19,0.17,,,,,,,,,,,48.7,,48.7,,78.2,20,17.4,3.59,78.2,20,17.4,3.59,,,,121,,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS9X9X.125,HSS9X9X1/8,,14.96,4.09,,,9,8.65,,,,9,8.65,,,,,,,,0.13,0.12,,,,,,,,,,,74.6,,74.6,,53.5,13.6,11.9,3.62,53.5,13.6,11.9,3.62,,,,82,,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
